mqc_id	VariantClass	Sample	TgtRegionSize	TN	FN	TP	FP	Fscore	Sensitivity-Recall	Specificity	FDR	PPV	Precision	AltId	ROI	AllVarMeanDP	CovBin	Aligner	SNVCaller
I30x_HG001_grapev1_0-dragen-dragen-INS_50	INS_50	I30x_HG001_grapev1_0	377862616.0	377835185.0	239.0	27192.0	19946.0	0.7293111078330137	0.9912872297765302	0.9999472125733817	0.42314056599770883	0.5768594340022912	0.5768594340022911	HG001	clinvar_genes	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	377862616.0	377862612.0	4.0	0.0	174.0		0.0	0.9999995395153838	1.0	0.0	0.0	HG001	clinvar_genes	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-DEL_50	DEL_50	I30x_HG001_grapev1_0	377862616.0	377833602.0	125.0	28889.0	19132.0	0.7500227169468424	0.995691735024471	0.9999493665169563	0.3984090293829783	0.6015909706170217	0.6015909706170217	HG001	clinvar_genes	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	377862616.0	377862606.0	10.0	0.0	54.0		0.0	0.9999998570909335	1.0	0.0	0.0	HG001	clinvar_genes	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-Indel_50	Indel_50	I30x_HG001_grapev1_0	377862616.0	377858786.0	23.0	3807.0	5109.0	0.5973638788639574	0.9939947780678852	0.999986479258623	0.573014804845222	0.42698519515477795	0.42698519515477795	HG001	clinvar_genes	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	377862616.0	377862461.0	5.0	150.0	301.0	0.49504950495049505	0.967741935483871	0.9999992034144926	0.6674057649667405	0.33259423503325947	0.3325942350332594	HG001	clinvar_genes	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-All	All	I30x_HG001_grapev1_0	377862616.0	377413815.0	1924.0	446877.0	103288.0	0.8946790981875258	0.9957130220298083	0.9997264017996027	0.18774004162387647	0.8122599583761235	0.8122599583761235	HG001	clinvar_genes	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-SNPts	SNPts	I30x_HG001_grapev1_0	3088286401.0	3086011627.0	7397.0	2267377.0	377247.0	0.9218107581456105	0.9967482483974233	0.9998777707491179	0.1426467429774516	0.8573532570225484	0.8573532570225484	HG001	hg38	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-SNPtv	SNPtv	I30x_HG001_grapev1_0	3088286401.0	3087206890.0	4271.0	1075240.0	283969.0	0.8818068494948169	0.9960435789908579	0.999908025962515	0.208922248160511	0.791077751839489	0.791077751839489	HG001	hg38	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-INS_50	INS_50	I30x_HG001_grapev1_0	3088286401.0	3088044682.0	1669.0	240050.0	185438.0	0.7195667911158006	0.993095288330665	0.9999399533089198	0.4358242770653932	0.5641757229346068	0.5641757229346068	HG001	hg38	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	3088286401.0	3088286368.0	27.0	6.0	1516.0	0.007717041800643086	0.18181818181818182	0.9999995091131213	0.9960578186596584	0.003942181340341633	0.003942181340341655	HG001	hg38	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-DEL_50	DEL_50	I30x_HG001_grapev1_0	3088286401.0	3088031401.0	1074.0	253926.0	184667.0	0.732204621442258	0.9957882352941176	0.9999402026943925	0.42104411151112764	0.5789558884888724	0.5789558884888724	HG001	hg38	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	3088286401.0	3088286362.0	37.0	2.0	495.0	0.00746268656716418	0.05128205128205128	0.9999998397169619	0.9959758551307847	0.004024144869215318	0.004024144869215292	HG001	hg38	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-Indel_50	Indel_50	I30x_HG001_grapev1_0	3088286401.0	3088247268.0	222.0	38911.0	49654.0	0.6094222305752636	0.9943270385608055	0.9999839218827548	0.5606503697849038	0.4393496302150962	0.43934963021509627	HG001	hg38	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	3088286401.0	3088284868.0	33.0	1500.0	2879.0	0.5074424898511501	0.9784735812133072	0.9999990677682147	0.6574560401918246	0.3425439598081754	0.34254395980817537	HG001	hg38	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-All	All	I30x_HG001_grapev1_0	3088286401.0	3084394659.0	14730.0	3877012.0	1085865.0	0.8757038558067829	0.9962150625606734	0.9996480726449077	0.21879748379820818	0.7812025162017918	0.7812025162017918	HG001	hg38	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-SNPts	SNPts	I30x_HG001_grapev1_0	2490378273.0	2488213078.0	1960.0	2163235.0	1159.0	0.9992796082953832	0.9990947697551491	0.9999995342040959	0.000535484759244389	0.9994645152407556	0.9994645152407556	HG001	giabHC_x_ultima	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-SNPtv	SNPtv	I30x_HG001_grapev1_0	2490378273.0	2489363443.0	1091.0	1013739.0	850.0	0.9990435686272771	0.9989249430939172	0.999999658547364	0.0008377776616935528	0.9991622223383064	0.9991622223383064	HG001	giabHC_x_ultima	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-INS_50	INS_50	I30x_HG001_grapev1_0	2490378273.0	2490230750.0	220.0	147303.0	57.0	0.9990606443911653	0.9985087071168564	0.9999999771105554	0.0003868078175895765	0.9996131921824104	0.9996131921824104	HG001	giabHC_x_ultima	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	2490378273.0	2490378273.0	0.0	0.0	0.0			1.0				HG001	giabHC_x_ultima	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-DEL_50	DEL_50	I30x_HG001_grapev1_0	2490378273.0	2490220807.0	142.0	157324.0	86.0	0.9992759054357906	0.9990982180280188	0.9999999654649111	0.0005463439425703576	0.9994536560574296	0.9994536560574296	HG001	giabHC_x_ultima	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	2490378273.0	2490378273.0	0.0	0.0	0.0			1.0				HG001	giabHC_x_ultima	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-Indel_50	Indel_50	I30x_HG001_grapev1_0	2490378273.0	2490366228.0	4.0	12041.0	6.0	0.999584924456251	0.9996679119966791	0.9999999975907158	0.0004980493068813813	0.9995019506931186	0.9995019506931186	HG001	giabHC_x_ultima	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	2490378273.0	2490378106.0	1.0	166.0	0.0	0.996996996996997	0.9940119760479041	1.0	0.0	1.0	1.0	HG001	giabHC_x_ultima	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-All	All	I30x_HG001_grapev1_0	2490378273.0	2486881047.0	3418.0	3493808.0	2158.0	0.9992026530946098	0.9990226539548773	0.9999991322471454	0.0006172828911951661	0.9993827171088049	0.9993827171088049	HG001	giabHC_x_ultima	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-SNPts	SNPts	I30x_HG001_grapev1_0	330063947.0	329811382.0	252.0	252313.0	211.0	0.9990833298685975	0.9990022370478887	0.9999993602408027	0.0008355641443981562	0.9991644358556019	0.9991644358556019	HG001	giabHC_x_ultima_x_clinvar	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-SNPtv	SNPtv	I30x_HG001_grapev1_0	330063947.0	329951563.0	125.0	112259.0	103.0	0.9989855214330845	0.9988877420273349	0.9999996878330658	0.000916680016375643	0.9990833199836243	0.9990833199836243	HG001	giabHC_x_ultima_x_clinvar	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-INS_50	INS_50	I30x_HG001_grapev1_0	330063947.0	330047187.0	32.0	16728.0	11.0	0.9987163795934209	0.9980906921241051	0.9999999666714334	0.0006571479777764502	0.9993428520222235	0.9993428520222235	HG001	giabHC_x_ultima_x_clinvar	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-INS_gt50	INS_gt50	I30x_HG001_grapev1_0	330063947.0	330063947.0	0.0	0.0	0.0			1.0				HG001	giabHC_x_ultima_x_clinvar	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-DEL_50	DEL_50	I30x_HG001_grapev1_0	330063947.0	330045862.0	23.0	18062.0	17.0	0.9988939276628691	0.9987282278131048	0.9999999484920095	0.0009403174954366945	0.9990596825045633	0.9990596825045633	HG001	giabHC_x_ultima_x_clinvar	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-DEL_gt50	DEL_gt50	I30x_HG001_grapev1_0	330063947.0	330063947.0	0.0	0.0	0.0			1.0				HG001	giabHC_x_ultima_x_clinvar	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-Indel_50	Indel_50	I30x_HG001_grapev1_0	330063947.0	330062826.0	0.0	1121.0	1.0	0.9995541685242979	1.0	0.9999999969702738	0.00089126559714795	0.9991087344028521	0.9991087344028521	HG001	giabHC_x_ultima_x_clinvar	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-Indel_gt50	Indel_gt50	I30x_HG001_grapev1_0	330063947.0	330063930.0	0.0	17.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	HG001	giabHC_x_ultima_x_clinvar	-1	-2	dragen	dragen
I30x_HG001_grapev1_0-dragen-dragen-All	All	I30x_HG001_grapev1_0	330063947.0	329663015.0	432.0	400500.0	343.0	0.9990333946556079	0.9989225105504175	0.9999989595446638	0.0008556966193746678	0.9991443033806253	0.9991443033806253	HG001	giabHC_x_ultima_x_clinvar	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-SNPts	SNPts	I30x_HG002_grapev1_0	334331262.0	334071965.0	359.0	258938.0	68.0	0.9991761575757809	0.9986154872597832	0.9999997964510845	0.00026254218049002727	0.99973745781951	0.99973745781951	HG002	giabHC_x_ultima_x_clinvar	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-SNPtv	SNPtv	I30x_HG002_grapev1_0	334331262.0	334215396.0	180.0	115686.0	42.0	0.9990414259436774	0.9984464812800994	0.9999998743325555	0.00036291995022812114	0.9996370800497719	0.9996370800497719	HG002	giabHC_x_ultima_x_clinvar	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-INS_50	INS_50	I30x_HG002_grapev1_0	334331262.0	334313367.0	35.0	17860.0	8.0	0.998797640019014	0.9980441464096116	0.9999999760703562	0.00044772778150884264	0.9995522722184912	0.9995522722184912	HG002	giabHC_x_ultima_x_clinvar	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-INS_gt50	INS_gt50	I30x_HG002_grapev1_0	334331262.0	334331261.0	1.0	0.0	0.0		0.0	1.0				HG002	giabHC_x_ultima_x_clinvar	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-DEL_50	DEL_50	I30x_HG002_grapev1_0	334331262.0	334311539.0	32.0	19691.0	9.0	0.9989599979707278	0.9983775287735132	0.9999999730790036	0.00045685279187817257	0.9995431472081219	0.9995431472081219	HG002	giabHC_x_ultima_x_clinvar	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-DEL_gt50	DEL_gt50	I30x_HG002_grapev1_0	334331262.0	334331262.0	0.0	0.0	0.0			1.0				HG002	giabHC_x_ultima_x_clinvar	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-Indel_50	Indel_50	I30x_HG002_grapev1_0	334331262.0	334329887.0	0.0	1375.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	HG002	giabHC_x_ultima_x_clinvar	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-Indel_gt50	Indel_gt50	I30x_HG002_grapev1_0	334331262.0	334331233.0	0.0	29.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	HG002	giabHC_x_ultima_x_clinvar	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-All	All	I30x_HG002_grapev1_0	334331262.0	333917076.0	607.0	413579.0	127.0	0.9991134109279953	0.9985344748494638	0.9999996196661961	0.00030698128622741753	0.9996930187137726	0.9996930187137726	HG002	giabHC_x_ultima_x_clinvar	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-SNPts	SNPts	I30x_HG002_grapev1_0	3088286401.0	3085944893.0	10725.0	2330783.0	320991.0	0.9335675413485559	0.9954196184680983	0.9998959937309148	0.12104764584010554	0.8789523541598945	0.8789523541598945	HG002	hg38	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-SNPtv	SNPtv	I30x_HG002_grapev1_0	3088286401.0	3087169931.0	5742.0	1110728.0	252004.0	0.8960367085860693	0.9948570046664935	0.9999183772074872	0.18492557597532017	0.8150744240246799	0.8150744240246799	HG002	hg38	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-INS_50	INS_50	I30x_HG002_grapev1_0	3088286401.0	3088022241.0	1763.0	262397.0	164693.0	0.7591956600361663	0.9933260145366445	0.9999466700029759	0.38561661476503784	0.6143833852349622	0.6143833852349622	HG002	hg38	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-INS_gt50	INS_gt50	I30x_HG002_grapev1_0	3088286401.0	3088286279.0	111.0	11.0	1405.0	0.014304291287386217	0.09016393442622951	0.9999995450553368	0.992231638418079	0.007768361581920957	0.007768361581920904	HG002	hg38	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-DEL_50	DEL_50	I30x_HG002_grapev1_0	3088286401.0	3088007664.0	1313.0	277424.0	162940.0	0.7715856326162807	0.9952894664145772	0.9999472373709571	0.3700120809148795	0.6299879190851205	0.6299879190851205	HG002	hg38	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-DEL_gt50	DEL_gt50	I30x_HG002_grapev1_0	3088286401.0	3088286348.0	49.0	4.0	438.0	0.016161616161616165	0.07547169811320754	0.9999998581737933	0.9909502262443439	0.009049773755656076	0.00904977375565611	HG002	hg38	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-Indel_50	Indel_50	I30x_HG002_grapev1_0	3088286401.0	3088242298.0	169.0	43934.0	44163.0	0.664659606656581	0.9961680611296284	0.9999856998369298	0.501299703735655	0.498700296264345	0.498700296264345	HG002	hg38	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-Indel_gt50	Indel_gt50	I30x_HG002_grapev1_0	3088286401.0	3088284755.0	33.0	1613.0	2660.0	0.5450244973813144	0.979951397326853	0.9999991386812034	0.6225134565878774	0.3774865434121226	0.3774865434121226	HG002	hg38	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-All	All	I30x_HG002_grapev1_0	3088286401.0	3084239602.0	19905.0	4026894.0	949294.0	0.8925855706098212	0.9950812975885385	0.9996923060363562	0.19076731023827878	0.8092326897617212	0.8092326897617212	HG002	hg38	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-SNPts	SNPts	I30x_HG002_grapev1_0	339556068.0	339287256.0	1304.0	267508.0	295.0	0.9970202100202195	0.995149026085145	0.9999991305310226	0.0011015559945183587	0.9988984440054817	0.9988984440054817	HG002	giabHC_x_clinvar_genes	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-SNPtv	SNPtv	I30x_HG002_grapev1_0	339556068.0	339433910.0	631.0	121527.0	134.0	0.9968624266361521	0.9948345585225691	0.9999996052252201	0.0011014211620815216	0.9988985788379184	0.9988985788379184	HG002	giabHC_x_clinvar_genes	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-INS_50	INS_50	I30x_HG002_grapev1_0	339556068.0	339528603.0	113.0	27352.0	23.0	0.9975200583515682	0.9958856726743127	0.9999999322590255	0.0008401826484018265	0.9991598173515982	0.9991598173515982	HG002	giabHC_x_clinvar_genes	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-INS_gt50	INS_gt50	I30x_HG002_grapev1_0	339556068.0	339556066.0	2.0	0.0	0.0		0.0	1.0				HG002	giabHC_x_clinvar_genes	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-DEL_50	DEL_50	I30x_HG002_grapev1_0	339556068.0	339526746.0	91.0	29231.0	26.0	0.9980026972123115	0.9968965282040788	0.9999999234228281	0.0008886762142393274	0.9991113237857606	0.9991113237857606	HG002	giabHC_x_clinvar_genes	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-DEL_gt50	DEL_gt50	I30x_HG002_grapev1_0	339556068.0	339556068.0	0.0	0.0	0.0			1.0				HG002	giabHC_x_clinvar_genes	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-Indel_50	Indel_50	I30x_HG002_grapev1_0	339556068.0	339552720.0	1.0	3347.0	0.0	0.9998506348020911	0.9997013142174432	1.0	0.0	1.0	1.0	HG002	giabHC_x_clinvar_genes	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-Indel_gt50	Indel_gt50	I30x_HG002_grapev1_0	339556068.0	339556031.0	0.0	37.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	HG002	giabHC_x_clinvar_genes	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-All	All	I30x_HG002_grapev1_0	339556068.0	339104924.0	2142.0	449002.0	478.0	0.9970909058608253	0.9952520702924121	0.999998590408772	0.0010634510990477886	0.9989365489009522	0.9989365489009522	HG002	giabHC_x_clinvar_genes	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-SNPts	SNPts	I30x_HG002_grapev1_0	2542242843.0	2539963628.0	8027.0	2271188.0	1724.0	0.9978579244383999	0.9964781734061947	0.9999993212505838	0.0007584983492541726	0.9992415016507459	0.9992415016507459	HG002	giabHC	-1	-2	dragen	dragen
I30x_HG002_grapev1_0-dragen-dragen-SNPtv	SNPtv	I30x_HG002_grapev1_0	2542242843.0	2541158381.0	4216.0	1080246.0	879.0	0.9976472891645545	0.996112358017155	0.9999996540948796	0.0008130419701699619	0.99918695802983	0.99918695802983	HG002	giabHC	-1	-2	dragen	dragen
